Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6GS6uE1vDmtzxO8GztAR2O,"Two To Make It Right","Nothing Matters Without Love","Seduction",1989,282266,45,false,sauerro,2021-11-09T03:03:52Z,"freestyle","A&M",0.772,0.598,7,-10.857,0,0.0429,0.204,0.00345,0.513,0.717,114.419,4
spotify:track:7LwsqxyIqOCF9vbdHmdIvT,"Dangerous","Look Sharp!","Roxette",1988-10-19,228866,3,false,sauerro,2021-11-09T03:04:20Z,"swedish pop","Parlophone Sweden",0.712,0.898,4,-4.893,1,0.0336,0.0485,0.00000776,0.148,0.961,124.409,4
spotify:track:6eozUVzr02EXMji1vuxgiP,"Don't Wanna Fall in Love","Jane Child","Jane Child",1989,247840,57,false,sauerro,2021-11-09T03:04:40Z,"new jack swing","Rhino/Warner Records",0.708,0.681,1,-11.226,1,0.0422,0.0152,0.0000343,0.0373,0.814,111.574,4
spotify:track:5bqNu0YfNOZpgl34bcJiFQ,"I Wanna Be Rich","All the Way","Calloway",1989-01-01,304200,38,false,sauerro,2021-11-09T03:05:02Z,"new jack swing","UNIDISC MUSIC INC.",0.733,0.781,0,-10.265,1,0.0857,0.0352,0.00793,0.147,0.869,114.181,4
spotify:track:5YjKdeES9QRJ8NmF4Xc8pV,"All I Wanna Do Is Make Love To You","Brigade","Heart",1990-03-25,310893,72,false,sauerro,2021-11-09T03:05:32Z,"classic rock,aor,rock","Capitol Records",0.626,0.746,7,-8.832,1,0.0282,0.16,0,0.0618,0.8,102.896,4
spotify:track:3ZqjDpr3qCZnZBPcd0Hpj2,"Hold On","Born to Sing","En Vogue",1990-04-03,304466,58,false,sauerro,2021-11-09T03:05:54Z,"new jack swing","Rhino/Elektra",0.728,0.464,1,-11.156,1,0.0605,0.0865,0,0.343,0.383,96.944,4
spotify:track:1gmSaCrVZBjK8Na7dsThXv,"Cradle Of Love - Remastered","Idolize Yourself: The Very Best Of Billy Idol","Billy Idol",2008-01-01,279720,0,false,sauerro,2021-11-09T03:06:16Z,"","Capitol Records",0.602,0.907,5,-5.628,0,0.0529,0.00356,0.00000106,0.0727,0.512,144.034,4
spotify:track:0nQLxiNGbbUoSGrxksETLm,"The Power","World Power","SNAP!",1990-01-01,228993,5,false,sauerro,2021-11-09T03:06:35Z,"eurodance","BMG Rights Management GmbH",0.74,0.88,0,-7.693,1,0.0624,0.0434,0.00803,0.341,0.707,108.899,4
spotify:track:0NSSqYISjnav81CEn6EgBY,"Come Back To Me","Rhythm Nation 1814","Janet Jackson",1989-09-19,332741,48,false,sauerro,2021-11-09T03:06:53Z,"new jack swing","A&M",0.428,0.409,5,-12.346,0,0.0271,0.626,0.00961,0.138,0.0611,77.906,4
spotify:track:0l7CcMTq1k965KZPaAtsmR,"Pray","Please Hammer Don't Hurt 'Em","MC Hammer",1990-02-20,313200,44,false,sauerro,2021-11-09T03:07:22Z,"","EMI/EMI Records (USA)",0.967,0.632,6,-12.426,0,0.137,0.000347,0.0000525,0.487,0.898,121.437,4
spotify:track:1EB3Z38oKDKVp4K2yEO2dl,"More Than Words Can Say","Alias","Alias",1990-01-01,234196,57,false,sauerro,2021-11-09T03:08:06Z,"aor,arena rock,glam metal","EMI",0.412,0.376,4,-11.789,1,0.0289,0.609,0.00223,0.11,0.153,69.064,4
spotify:track:1RJj1TRVYZ7m9cMKY6FBi3,"From a Distance","Experience The Divine (Greatest Hits)","Bette Midler",1993,274653,29,false,sauerro,2021-11-09T03:08:30Z,"","Rhino Atlantic",0.529,0.244,7,-11.769,1,0.028,0.688,0,0.455,0.301,138.048,4
spotify:track:45DR2Hxjm4xKlfvTROttrh,"Touch Me (All Night Long)","Move To This (Polydor Expanded Edition)","Cathy Dennis",1990-08-14,249520,44,false,sauerro,2021-11-09T03:09:07Z,"","UMC (Universal Music Catalogue)",0.708,0.829,0,-8.749,0,0.0405,0.126,0.00443,0.0386,0.821,117.993,4
spotify:track:07efOAoPwcRdd4W6gi8BRF,"I Wanna Sex You Up","Rhino Hi-Five: Color Me Badd","Color Me Badd",2005-03-15,240200,0,false,sauerro,2021-11-09T03:09:24Z,"new jack swing","Rhino/Warner Records",0.553,0.702,2,-4.829,1,0.108,0.00532,0.00000499,0.0446,0.453,201.868,4
spotify:track:3fcGGP62sllcNEhuFJVYeC,"Right Here Right Now","Doubt","Jesus Jones",1991-01-28,189293,59,false,sauerro,2021-11-09T03:09:45Z,"madchester,alternative dance","RT Industries",0.657,0.608,2,-13.565,1,0.0287,0.0088,0.00000345,0.103,0.723,106.862,4
spotify:track:55lX3vm1G35mUpawXHK5Te,"Every Heartbeat","Heart In Motion","Amy Grant",1991,213733,44,false,sauerro,2021-11-09T03:11:48Z,"christmas,ccm,christian","Amy Grant (AGG)",0.648,0.89,2,-3.834,1,0.0429,0.288,0,0.119,0.808,126.956,4
spotify:track:6VnpKLtfNH4Dk09YSGPSyR,"It Ain't Over 'Til It's Over","Mama Said","Lenny Kravitz",1991-04-02,242640,82,false,sauerro,2021-11-09T03:12:06Z,"","Virgin Records",0.679,0.568,6,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,4
spotify:track:7qSd3WHSPUtmt6c36pwJaY,"Fading Like A Flower (Every Time You Leave)","Joyride (Deluxe Version)","Roxette",1991-03-28,230680,5,false,sauerro,2021-11-09T03:12:29Z,"swedish pop","Parlophone Sweden",0.609,0.668,0,-5.738,1,0.026,0.195,0,0.219,0.319,105.419,4
spotify:track:5nNwxsg6vS3pKcLNcAvRWP,"Do Anything (feat. Niki Harris)","Natural Selection","Natural Selection,Niki Harris",1991-11-01,237373,34,false,sauerro,2021-11-09T03:12:54Z,"new jack swing","Rhino Atlantic",0.654,0.749,11,-9.221,0,0.0537,0.0746,0,0.114,0.663,93.847,4
spotify:track:6O83X8zjAETDfBkHYvpWcA,"Can't Stop This Thing We Started","Waking Up The Neighbours","Bryan Adams",1991-09-24,269133,49,false,sauerro,2021-11-09T03:13:18Z,"","A&M",0.536,0.88,9,-6.873,1,0.0404,0.0256,0,0.467,0.521,113.044,4
spotify:track:264JdkdtNRAGL4M4PnDYHC,"It's So Hard To Say Goodbye To Yesterday","Cooleyhighharmony - Expanded Edition","Boyz II Men",2009-01-01,168626,53,false,sauerro,2021-11-09T03:14:05Z,"new jack swing,r&b,quiet storm","Hip-O Select",0.3,0.224,4,-11.079,1,0.0265,0.915,0,0.159,0.286,87.1,3
spotify:track:13YoNGddbSxkk5u0TEJePn,"Can't Let Go","Greatest Hits","Mariah Carey",2001-12-04,266933,32,false,sauerro,2021-11-09T13:43:46Z,"christmas","Columbia",0.471,0.59,10,-9.079,1,0.0432,0.466,0.00533,0.112,0.182,162.422,4
spotify:track:69mFxANpGyq9s69LqH3d9G,"I Love Your Smile","Inner Child","Shanice",1991-11-19,257973,64,false,sauerro,2021-11-09T13:44:52Z,"new jack swing","UNI/MOTOWN",0.722,0.842,5,-8.745,0,0.126,0.00955,0.00000845,0.178,0.751,93.954,4
spotify:track:4yBhABx4b0S2CUs37e59hl,"Tears in Heaven - 2015 Remaster","Forever Man","Eric Clapton",2015-04-28,271973,0,false,sauerro,2021-11-09T13:45:22Z,"blues,blues rock,classic rock","Reprise",0.546,0.243,9,-12.206,1,0.0258,0.84,0.498,0.124,0.286,76.876,4
spotify:track:7tFiyTwD0nx5a1eklYtX2J,"Bohemian Rhapsody - Remastered 2011","A Night At The Opera (Deluxe Remastered Version)","Queen",1975-11-21,354320,76,false,sauerro,2021-11-09T13:45:47Z,"classic rock,rock,glam rock","Hollywood Records",0.391,0.402,0,-9.961,0,0.0539,0.289,0,0.243,0.228,143.879,4
spotify:track:3R97rNX7JnmshCWBwOSFet,"My Lovin' (You're Never Gonna Get It)","Funky Divas","En Vogue",1992-03-24,281613,64,false,sauerro,2021-11-09T13:46:04Z,"new jack swing","Rhino Atlantic",0.767,0.839,8,-5.519,1,0.0613,0.0318,0.00000931,0.111,0.461,98.055,4
spotify:track:3d9DChrdc6BOeFsbrZ3Is0,"Under the Bridge","Blood Sugar Sex Magik (Deluxe Edition)","Red Hot Chili Peppers",1991-09-24,264306,88,false,sauerro,2021-11-09T13:46:27Z,"funk rock,alternative rock,rock","Warner Records",0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4
spotify:track:1zTuB57LYZa7xu7KUH8kF0,"Baby-Baby-Baby","Ooooooohhh... On The TLC Tip","TLC",1992-02-25,315040,55,false,sauerro,2021-11-09T13:47:06Z,"","Arista/LaFace Records",0.679,0.597,11,-8.601,0,0.0439,0.0913,0.000673,0.0487,0.9,184.174,4
spotify:track:3CUV8wsoTTKznGpEovrnZw,"Sometimes Love Just Ain't Enough","Patty Smyth","Patty Smyth,Don Henley",1992-01-01,267600,68,false,sauerro,2021-11-09T13:47:33Z,"yacht rock","Geffen",0.561,0.442,10,-10.687,1,0.0243,0.329,0,0.24,0.267,82.996,4
spotify:track:1jCsCYgzQQHk3bDJDuFbNi,"If I Ever Fall In Love","If I Ever Fall In Love","Shai",1992-01-01,189026,62,false,sauerro,2021-11-09T13:48:08Z,"new jack swing,quiet storm,r&b","Gasoline Alley",0.402,0.205,6,-11.232,1,0.038,0.758,0,0.147,0.42,143.994,4
spotify:track:4dY4JVC0Q9CwpeZ6JAclIc,"Rump Shaker","Hard Or Smooth","Wreckx-N-Effect",1992-01-01,312360,64,false,sauerro,2021-11-09T13:48:24Z,"new jack swing","Geffen*",0.888,0.822,5,-6.843,0,0.219,0.0025,0.0197,0.303,0.233,102.753,4
spotify:track:4YtoipFgf4k0AfD17ZfD5X,"Nuthin' But A G Thang","The Chronic","Dr. Dre,Snoop Dogg",1992-12-15,238466,4,true,sauerro,2021-11-09T13:48:50Z,"old school hip hop,g-funk,gangster rap,west coast hip hop,hip hop,rap","Death Row Records",0.801,0.699,11,-8.18,0,0.279,0.00575,0,0.146,0.655,94.605,4
spotify:track:70jtZsS59vhmyZSsln0std,"Whoomp! There It Is","Whoomp! There It Is","Tag Team",1993-05-07,226026,1,false,sauerro,2021-11-09T13:49:08Z,"miami bass","Life Records",0.8,0.639,4,-7.406,0,0.0439,0.00123,0,0.0803,0.45,129.443,4
spotify:track:7tUEDtHchueeUJTfEFEhii,"Right Here - Human Nature Radio Mix","It's About Time","SWV",1992-10-27,226946,66,false,sauerro,2021-11-09T13:49:41Z,"new jack swing,r&b","RCA Records Label",0.615,0.72,9,-5.16,0,0.0658,0.068,0.0105,0.0889,0.696,94.002,4
spotify:track:4oSsT9mbtus7o2hgElZQnN,"Downtown - Street Radio Mix","The Downtown EP","SWV,Allen Gordon Jr.",1993-05-24,256107,22,false,sauerro,2021-11-09T13:50:02Z,"new jack swing,r&b","RCA/Legacy",0.655,0.792,6,-7.654,0,0.137,0.0744,0.00000343,0.122,0.66,166.041,4
spotify:track:2CG9mGkKC6IQE5lEjDioEi,"Just Kickin' It","Hummin' Comin' At 'Cha","Xscape",1993-10-12,204173,57,true,sauerro,2021-11-09T13:50:17Z,"r&b,quiet storm","So So Def/Columbia",0.692,0.353,1,-12.872,0,0.0613,0.0571,0.0000226,0.579,0.73,80.902,4
spotify:track:6kWJvPfC4DgUpRsXKNa9z9,"All That She Wants","The Sign","Ace of Base",1993-12-24,211213,84,false,sauerro,2021-11-09T13:50:38Z,"eurodance,europop","Playground Music",0.798,0.625,11,-9.689,1,0.0548,0.00547,0.0000798,0.103,0.858,93.764,4
spotify:track:00U0pedRUMEzREpyRqbVT6,"I'll Remember (Theme from the Motion Picture With Honors)","Something to Remember","Madonna",1995-11-17,263813,55,false,sauerro,2021-11-09T13:50:53Z,"","Warner Records",0.691,0.598,7,-9.699,1,0.043,0.625,0.0174,0.0709,0.842,167.797,4
spotify:track:2yOm4lN7aTygtXanJFNFWU,"Any Time Any Place","Janet","Janet Jackson",1993-05-18,428200,63,false,sauerro,2021-11-09T13:52:09Z,"new jack swing","Virgin Records",0.571,0.232,10,-11.309,1,0.0699,0.604,0.000246,0.119,0.207,128.785,4
spotify:track:7nYvUtkQMx1v80S2FH2s9J,"Regulate","Regulate… G Funk Era","Warren G,Nate Dogg",1994-06-07,248866,77,true,sauerro,2021-11-09T13:52:54Z,"g-funk,west coast hip hop,old school hip hop,gangster rap","Island Records",0.849,0.521,11,-12.999,0,0.216,0.304,0.00000165,0.115,0.763,95.265,4
spotify:track:7IljDTNkQEyy77CcaRbiAj,"Endless Love (with Mariah Carey)","Songs","Luther Vandross,Mariah Carey",1994-09-20,259665,67,false,sauerro,2021-11-09T13:53:17Z,"quiet storm,soul,christmas","LV Records/Epic",0.413,0.477,10,-7.748,1,0.0264,0.747,0.00000239,0.122,0.241,95.958,4
spotify:track:3ZpQiJ78LKINrW9SQTgbXd,"All I Wanna Do","Tuesday Night Music Club","Sheryl Crow",1993-08-03,272106,77,false,sauerro,2021-11-09T13:53:38Z,"","A&M",0.82,0.528,9,-11.18,1,0.032,0.107,0.0188,0.257,0.926,120.089,4
spotify:track:4j1Bk0BEIGCF9hR7cSwl9d,"Candy Rain","Candy Rain","Soul For Real",1995,276066,72,false,sauerro,2021-11-09T13:53:57Z,"new jack swing","Geffen*",0.589,0.699,11,-7.529,0,0.0788,0.00389,0.0000476,0.0577,0.63,188.253,4
spotify:track:6dW75XbJ1WAMljOXWjTK46,"Red Light Special","Crazysexycool","TLC",1994-11-15,303960,59,false,sauerro,2021-11-09T13:54:14Z,"","Arista/LaFace Records",0.52,0.449,5,-8.957,0,0.0331,0.205,0.000687,0.191,0.364,189.243,3
spotify:track:6Vas6h9lB5mmeVDXdFqlQA,"Freak Like Me","Do You Wanna Ride?","Adina Howard",1995,253613,66,false,sauerro,2021-11-09T13:54:35Z,"new jack swing","Rhino/Elektra",0.655,0.837,11,-6.04,0,0.0723,0.0262,0.00000585,0.0454,0.66,91.014,4
spotify:track:7yhmvQh1JOzbNiNFQo4Tfc,"Water Runs Dry","II","Boyz II Men",1994-01-01,201400,57,false,sauerro,2021-11-09T13:54:52Z,"new jack swing,r&b,quiet storm","Motown",0.589,0.368,0,-12.979,1,0.0271,0.475,0,0.108,0.509,89.63,4
spotify:track:0ofctAkoKj9KfbxFInnCVW,"Total Eclipse of the Heart - 2018 Remastered Version","Total Eclipse of the Heart","Nicki French",1994,236000,33,false,sauerro,2021-11-09T13:55:13Z,"eurodance","Modal Production Group Ltd",0.61,0.763,7,-9.451,1,0.0285,0.00666,0,0.152,0.519,136.069,4
spotify:track:0JCAezTC5IlK1a9o0YBEsD,"Don't Take It Personal (Just One of Dem Days)","Miss Thang","Monica",1995-07-18,258466,60,false,sauerro,2021-11-09T13:55:35Z,"r&b","Arista",0.731,0.355,8,-12.741,1,0.0603,0.00864,0.0000514,0.0579,0.529,175.72,4
spotify:track:7fXhkARAtS66kxexMIAx8O,"One More Chance / Stay with Me - Remix; 2007 Remaster","Greatest Hits","The Notorious B.I.G.",2007-03-02,268706,64,true,sauerro,2021-11-09T13:55:55Z,"old school hip hop,gangster rap,east coast hip hop,hip hop","Bad Boy Records",0.725,0.68,0,-6.037,1,0.224,0.149,0,0.127,0.695,90.964,4
spotify:track:36sL3KPEfXIp5KH3tDO7oo,"Missing - Todd Terry Club Mix / US Radio Edit","Amplified Heart","Everything But The Girl,Todd Terry",1994-06-13,249533,5,false,sauerro,2021-11-09T13:56:23Z,"chicago house,hip house,house","Chrysalis Records",0.718,0.757,2,-11.869,1,0.0327,0.00925,0.104,0.0851,0.646,123.473,4
spotify:track:2OA0iq9hGkvUcS5qA1ZJnU,"Not Gon' Cry","Share My World","Mary J. Blige",1997-01-01,294266,56,false,sauerro,2021-11-09T13:56:49Z,"r&b","Geffen*",0.758,0.424,2,-8.935,0,0.0468,0.664,0,0.095,0.455,110.087,4
spotify:track:5Erc0rv16PU4Z5Zt16kGQe,"Sittin' Up In My Room","The Best of Brandy","Brandy",2005-04-05,291066,62,false,sauerro,2021-11-09T13:57:08Z,"r&b","Rhino Atlantic",0.791,0.61,8,-5.408,0,0.0264,0.288,0.00123,0.0457,0.907,93.277,4
spotify:track:2PsHIonOTmX6bSrzIJSjyS,"Nobody Knows","Words","The Tony Rich Project",1996-01-16,306933,59,false,sauerro,2021-11-09T13:57:23Z,"quiet storm","Arista/LaFace Records",0.64,0.433,5,-9.432,1,0.0375,0.509,0.00000516,0.103,0.25,176.088,4
spotify:track:69QIVIjPMnI1ABLBqh9P1b,"Twisted","Keith Sweat","Keith Sweat",1996,260666,73,false,sauerro,2021-11-09T13:57:41Z,"new jack swing,quiet storm,r&b","Rhino/Elektra",0.615,0.514,11,-9.759,1,0.0466,0.393,0,0.248,0.822,175.849,4
spotify:track:1PEqh7awkpuepLBSq8ZwqD,"I Love You Always Forever","Now in a Minute","Donna Lewis",1996-04-16,239960,76,false,sauerro,2021-11-09T13:58:40Z,"","Atlantic Records",0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,4
spotify:track:5EQzuYfTZt7B2LqlvTF49l,"It's All Coming Back to Me Now","Falling into You","Céline Dion",1996-03-11,456866,76,false,sauerro,2021-11-09T13:58:58Z,"variété française","Columbia",0.384,0.438,0,-9.149,1,0.0362,0.753,0,0.101,0.287,87.903,4
spotify:track:2RzJwBCXsS1VnjDm2jKKAa,"I Believe I Can Fly","R.","R. Kelly",1998-11-08,320666,63,false,sauerro,2021-11-09T13:59:18Z,"r&b","Jive",0.55,0.444,7,-7.588,1,0.0292,0.241,0,0.187,0.0438,120.179,4
spotify:track:06TuMCjDEYjTOJScCRzmjf,"Don't Let Go (Love)","EV3","En Vogue",1997-06-17,291880,68,false,sauerro,2021-11-09T13:59:31Z,"new jack swing","Atlantic Records",0.618,0.688,5,-5.867,0,0.0477,0.409,0.00000632,0.3,0.561,78.311,4
spotify:track:3lhvsoVWgs45RwQZnqJc3q,"Foolish Games","Greatest Hits","Jewel",2013-02-01,242800,48,false,sauerro,2021-11-09T13:59:47Z,"singer-songwriter","Craft Recordings",0.464,0.215,6,-9.962,1,0.0317,0.899,0.00000107,0.108,0.149,130.859,4
spotify:track:7y7aSSTiQfO0Ace4F7yxzE,"You Were Meant For Me","Pieces Of You","Jewel",1995-02-28,254480,66,false,sauerro,2021-11-09T13:59:51Z,"singer-songwriter","Craft Recordings",0.582,0.33,6,-7.928,1,0.0347,0.791,0.00000148,0.105,0.407,111.873,4
spotify:track:3jDdpx9PMlfMBS5tOBHFm9,"Return of the Mack","Return of the Mack","Mark Morrison",1996-04-22,213093,81,false,sauerro,2021-11-09T14:00:07Z,"","WM UK",0.715,0.833,2,-5.379,1,0.108,0.00631,0,0.164,0.612,95.487,4
spotify:track:3i6qNxyVgIdUZTTi5m25EM,"Bitch","Blurring The Edges","Meredith Brooks",1997-01-01,252760,75,false,sauerro,2021-11-09T14:00:23Z,"","Capitol Records",0.617,0.886,9,-5.953,1,0.0551,0.0113,0.0000927,0.0523,0.645,96.328,4
spotify:track:1nRwyxNsqCLeA17qR8Nfxx,"Quit Playing Games (With My Heart)","Backstreet Boys","Backstreet Boys",1996,233533,63,false,sauerro,2021-11-11T15:12:08Z,"","Jive",0.8,0.875,11,-4.952,0,0.0338,0.0615,0.00000279,0.13,0.882,100.033,4
spotify:track:47TqCCnEliDp8NRDyIQoQq,"You Make Me Wanna...","My Way","USHER",1997-09-16,219120,72,false,sauerro,2021-11-11T15:12:30Z,"r&b","Arista/LaFace Records",0.761,0.639,5,-7.577,0,0.0539,0.0359,0,0.0945,0.922,164.088,4
spotify:track:7BD50ATrF3Vab5FQy7vtK8,"How Do I Live","Greatest Hits","LeAnn Rimes",2003-11-18,266973,75,false,sauerro,2021-11-11T15:12:47Z,"","Curb Records",0.577,0.462,2,-7.989,1,0.0279,0.128,0,0.0822,0.258,128.303,4
spotify:track:1siDRjAa8MdxNoCHTiiQ7B,"Been Around the World (feat. The Notorious B.I.G. & Mase)","No Way Out","Puff Daddy & The Family,The Notorious B.I.G.,Mase",1997,325933,58,true,sauerro,2021-11-11T15:13:08Z,"old school hip hop,gangster rap,east coast hip hop,hip hop","Bad Boy Records",0.815,0.529,6,-10.117,0,0.28,0.0191,0,0.406,0.73,99.439,4
spotify:track:2II03llydk4YnkBBvoYB3B,"Frozen","Ray of Light","Madonna",1998-03-03,367333,67,false,sauerro,2021-11-11T15:13:28Z,"","Warner Records/Maverick",0.601,0.617,1,-10.917,1,0.0354,0.661,0.0148,0.149,0.31,108.013,4
spotify:track:3wQUwUopne0hVBDXa44Bki,"Let's Ride","Best Of Montell Jordan","Montell Jordan,Master P,Silkk The Shocker",2015-09-25,294600,41,false,sauerro,2021-11-11T15:13:53Z,"new jack swing,southern hip hop,gangster rap,old school hip hop,new orleans bounce","Def Soul",0.59,0.539,1,-5.94,1,0.251,0.028,0,0.17,0.57,121.898,4
spotify:track:1wb4P4F0sxAQ2KXrRvsx6n,"You're Still The One","Come On Over","Shania Twain",1997-11-04,212200,73,false,sauerro,2021-11-11T15:16:17Z,"country","Mercury Nashville",0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0885,0.634,133.828,4
spotify:track:5PIveStlGgjVL54GpVcqxr,"My Way","My Way","USHER",1997-09-16,214853,59,false,sauerro,2021-11-11T15:16:37Z,"r&b","Arista/LaFace Records",0.815,0.521,5,-8.178,0,0.136,0.0105,0,0.0509,0.887,90.079,4
spotify:track:51QxenFmXlJXUN9mpvxlaL,"Nobody's Supposed to Be Here","One Wish","Deborah Cox",1998-09-17,262333,61,false,sauerro,2021-11-11T15:17:00Z,"quiet storm","Arista",0.662,0.531,8,-5.3,1,0.0361,0.202,0.0000116,0.595,0.399,119.957,4
spotify:track:4J9u7UsXH7F6sFI32KnYuP,"Heartbreak Hotel (feat. Faith Evans & Kelly Price)","My Love Is Your Love","Whitney Houston,Faith Evans,Kelly Price",1998-11-17,281493,58,false,sauerro,2021-11-11T15:17:30Z,"r&b","Arista",0.724,0.535,3,-7.616,0,0.0588,0.0477,0,0.0314,0.664,133.816,4
spotify:track:754kgU5rWscRTfvlsuEwFp,"Kiss Me","Sixpence None The Richer","Sixpence None The Richer",1997-11-22,208680,87,false,sauerro,2021-11-11T15:17:57Z,"","Curb | Word",0.526,0.749,3,-6.964,1,0.0283,0.023,0.00000176,0.0692,0.421,99.982,4
spotify:track:0QnONzv3TvHAWk294h6DaQ,"Last Kiss","Last Kiss","Pearl Jam",1999,195466,76,false,sauerro,2021-11-11T15:18:37Z,"grunge,rock,post-grunge","Epic",0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,4
spotify:track:3fQtdmVB0cAe4Hs9e5bVQb,"Tell Me It's Real","It's Real","K-Ci & JoJo",1999-06-22,278600,62,false,sauerro,2021-11-11T15:19:15Z,"r&b","Geffen",0.696,0.521,3,-6.635,1,0.0343,0.189,0,0.117,0.552,134.28,4
spotify:track:5u1BrOqDnQdguBbgoeeEf1,"Bella (She's All I Ever Had)","Ricky Martin","Ricky Martin",1999,294906,54,false,sauerro,2021-11-11T15:19:57Z,"latin pop,latin","C2Records/Columbia",0.423,0.757,11,-5.727,1,0.0432,0.0534,0,0.151,0.335,81.174,4
spotify:track:0M3ZIWNcizkhYFvn6RuCEz,"Music of My Heart (feat. *NSYNC)","Greatest Hits","Gloria Estefan,*NSYNC",2005-10-25,271160,42,false,sauerro,2021-11-11T15:20:34Z,"","Jive",0.375,0.556,11,-7.196,1,0.041,0.4,0,0.0956,0.397,111.827,4
spotify:track:00FROhC5g4iJdax5US8jRr,"Satisfy You","Forever","Diddy,R. Kelly",1999-08-24,288266,58,false,sauerro,2021-11-11T15:20:58Z,"hip hop,east coast hip hop,r&b","Bad Boy Records",0.764,0.594,6,-10.05,1,0.185,0.591,0,0.145,0.695,87.261,4
spotify:track:6mwA6YiKDjAUG8kWvRRUPh,"Back At One","Back At One","Brian McKnight",1999-09-21,263666,73,false,sauerro,2021-11-11T15:21:22Z,"quiet storm,r&b","Motown",0.66,0.347,11,-9.114,1,0.03,0.452,0,0.131,0.256,129.747,4
spotify:track:3y4LxiYMgDl4RethdzpmNe,"Breathe","Breathe","Faith Hill",1999-11-09,250546,71,false,sauerro,2021-11-11T15:21:37Z,"country","Warner Records",0.529,0.496,7,-9.007,1,0.029,0.173,0,0.251,0.278,136.859,4
spotify:track:7f1Dmr246cJ9uQYdbplTbh,"He Wasn't Man Enough","The Heat","Toni Braxton",2000,261933,69,false,sauerro,2021-11-11T15:21:57Z,"r&b","Arista/LaFace Records",0.739,0.947,11,-1.916,0,0.0411,0.00916,0.0000314,0.326,0.766,88.009,4
spotify:track:2dwhMQsFeHr2S787WxqAqW,"You Sang To Me","Marc Anthony","Marc Anthony",1999-09-28,347106,59,false,sauerro,2021-11-11T15:22:11Z,"salsa,merengue,bachata,latin","Columbia",0.578,0.894,10,-5.42,1,0.0296,0.0103,0.00000266,0.216,0.741,165.98,4
spotify:track:1OvjOVieEsYqGiK1T3mUv9,"Give Me Just One Night (Una Noche) - Original Version","Revelation","98º",2000-09-26,205160,48,false,sauerro,2021-11-11T15:22:40Z,"","Universal Records",0.543,0.79,0,-6.145,1,0.0491,0.0513,0.00000355,0.0981,0.655,123.631,4
spotify:track:3G0CE9CEDtbuMMAY3M698M,"Case Of The Ex (Whatcha Gonna Do)","Fear Of Flying (Expanded Edition)","Mýa",2020-04-24,236560,35,false,sauerro,2021-11-11T15:23:04Z,"","Interscope",0.773,0.686,1,-4.724,0,0.0406,0.0581,0.000108,0.0961,0.365,98.008,4
spotify:track:2ozJmnjqCMJavEKoHqiou0,"He Loves U Not","It Was All A Dream","Dream",2001,226666,56,false,sauerro,2021-11-11T15:23:30Z,"","Bad Boy Records",0.723,0.927,8,-5.848,1,0.208,0.0925,0.00000257,0.128,0.601,155.898,4
spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,"Survivor","Survivor","Destiny's Child",2001-05-01,254026,72,false,sauerro,2021-11-11T15:23:53Z,"","Columbia",0.514,0.911,1,-2.027,0,0.41,0.0559,0,0.775,0.619,161.109,4
spotify:track:0wqOReZDnrefefEsrIGeR4,"Hanging By A Moment","No Name Face","Lifehouse",2000,216066,72,false,sauerro,2021-11-11T15:24:25Z,"post-grunge","Geffen",0.541,0.864,1,-4.915,1,0.0357,0.00118,0,0.0896,0.435,124.557,4
spotify:track:4zYTZvtcww7OWKie7fxA9E,"Hit 'Em Up Style (Oops!)","So Blu","Blu Cantrell",2001-01-18,250706,75,false,sauerro,2021-11-11T15:24:45Z,"","Arista",0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,4
spotify:track:75b9JVzc4QFvPBO7jDRIVe,"Loverboy","Glitter","Mariah Carey,Cameo",2001-09-11,229173,45,false,sauerro,2021-11-11T15:25:03Z,"christmas,funk","MARIAH",0.721,0.79,1,-4.125,1,0.124,0.183,0,0.1,0.821,103.141,4
spotify:track:3RmKpob8xzv1pzHEQrMJah,"Let Me Blow Ya Mind","Scorpion","Eve,Gwen Stefani",2001-01-01,230133,80,true,sauerro,2021-11-11T15:25:16Z,"","Ruff Ryders RECORDS",0.908,0.557,8,-4.243,0,0.107,0.242,0,0.0709,0.897,90.032,4
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,"In the End","Hybrid Theory (Bonus Edition)","Linkin Park",2000-10-24,216880,92,false,sauerro,2021-11-11T15:25:36Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
